time, signal, pulse_flag
31915, 0.89, 0
31919, 0.57, 0
31923, -0.08, 0
31927, -0.20, 0
31931, 0.35, 0
31935, 0.85, 0
31939, 0.62, 0
31943, 0.07, 0
31946, 0.02, 0
31950, 0.58, 0
31954, 1.03, 0
31959, 0.72, 0
31963, 0.08, 0
31967, -0.06, 0
31971, 0.41, 0
31975, 0.80, 0
31979, 0.45, 0
31983, -0.19, 0
31987, -0.32, 0
31991, 0.18, 0
31994, 0.57, 0
31998, 0.26, 0
32003, -0.29, 0
32007, -0.26, 0
32011, 0.42, 0
32015, 0.98, 0
32019, 0.76, 0
32023, 0.21, 0
32027, 0.12, 0
32031, 0.60, 0
32035, 0.92, 0
32039, 0.50, 0
32043, -0.15, 0
32047, -0.25, 0
32051, 0.29, 0
32055, 0.68, 0
32059, 0.35, 0
32063, -0.24, 0
32067, -0.29, 0
32071, 0.27, 0
32075, 0.68, 0
32079, 0.35, 0
32083, -0.24, 0
32088, -0.34, 0
32091, 0.14, 0
32095, 0.44, 0
32099, 0.04, 0
32103, -0.57, 0
32107, -0.61, 0
32111, -0.03, 0
32115, 0.39, 0
32119, 0.12, 0
32123, -0.35, 0
32128, -0.23, 0
32132, 0.50, 0
32135, 1.00, 0
32139, 0.73, 0
32143, 0.20, 0
32147, 0.17, 0
32151, 0.67, 0
32155, 0.94, 0
32159, 0.44, 0
32163, -0.29, 0
32167, -0.47, 0
32172, -0.06, 0
32176, 0.16, 0
32180, -0.29, 0
32183, -0.87, 0
32187, -0.87, 0
32191, -0.27, 0
32195, 0.10, 0
32199, -0.27, 0
32203, -0.86, 0
32207, -0.96, 0
32211, -0.55, 0
32216, -0.39, 0
32220, -0.92, 0
32224, -1.55, 0
32227, -1.57, 0
32231, -0.98, 0
32235, -0.61, 0
32239, -0.92, 0
32243, -1.38, 0
32247, -1.31, 0
32251, -0.73, 0
32256, -0.46, 0
32260, -0.90, 0
32264, -1.42, 0
32268, -1.33, 0
32272, -0.63, 0
32275, -0.21, 0
32279, -0.50, 0
32283, -0.94, 0
32287, -0.83, 0
32291, -0.20, 0
32295, 0.10, 0
32300, -0.33, 0
32304, -0.86, 0
32308, -0.81, 0
32312, -0.22, 0
32316, 0.05, 0
32319, -0.40, 0
32323, -0.93, 0
32327, -0.85, 0
32331, -0.20, 0
32335, 0.13, 0
32339, -0.24, 0
32344, -0.71, 0
32348, -0.59, 0
32352, 0.09, 0
32356, 0.42, 0
32360, 0.00, 0
32364, -0.52, 0
32367, -0.47, 0
32371, 0.11, 0
32375, 0.33, 0
32379, -0.15, 0
32384, -0.70, 0
32388, -0.61, 0
32392, 0.05, 0
32396, 0.36, 0
32400, -0.05, 0
32404, -0.57, 0
32408, -0.52, 0
32411, 0.04, 0
32415, 0.21, 0
32419, -0.31, 0
32423, -0.87, 0
32428, -0.79, 0
32432, -0.14, 0
32436, 0.14, 0
32440, -0.27, 0
32444, -0.70, 0
32448, -0.51, 0
32452, 0.24, 0
32455, 0.59, 0
32459, 0.18, 0
32463, -0.32, 0
32467, -0.27, 0
32472, 0.26, 0
32476, 0.35, 0
32480, -0.28, 0
32484, -0.91, 0
32488, -0.88, 0
32492, -0.29, 0
32496, -0.05, 0
32500, -0.47, 0
32503, -0.90, 0
32507, -0.71, 0
32512, -0.04, 0
32516, 0.20, 0
32520, -0.26, 0
32524, -0.71, 0
32528, -0.52, 0
32532, 0.16, 0
32536, 0.43, 0
32540, 0.01, 0
32544, -0.38, 0
32547, -0.14, 0
32551, 0.58, 0
32556, 0.84, 0
32560, 0.37, 0
32564, -0.11, 0
32568, -0.01, 0
32572, 0.53, 0
32576, 0.61, 0
32580, 0.02, 0
32584, -0.50, 0
32588, -0.36, 0
32592, 0.27, 0
32595, 0.44, 0
32600, -0.08, 0
32604, -0.56, 0
32608, -0.42, 0
32612, 0.17, 0
32616, 0.30, 0
32620, -0.21, 0
32624, -0.61, 0
32628, -0.36, 0
32632, 0.35, 0
32636, 0.58, 0
32640, 0.16, 0
32644, -0.18, 0
32648, 0.11, 0
32652, 0.82, 0
32656, 1.03, 0
32660, 0.56, 0
32664, 0.17, 0
32668, 0.39, 0
32672, 1.01, 0
32676, 1.09, 0
32680, 0.52, 0
32684, 0.02, 0
32688, 0.17, 0
32692, 0.72, 0
32696, 0.78, 0
32700, 0.22, 0
32704, -0.24, 0
32708, -0.09, 0
32712, 0.41, 0
32716, 0.41, 0
32720, -0.16, 0
32724, -0.53, 0
32729, -0.21, 0
32732, 0.48, 0
32736, 0.65, 0
32740, 0.18, 0
32744, -0.18, 0
32748, 0.05, 0
32752, 0.58, 0
32756, 0.56, 0
32760, -0.06, 0
32764, -0.48, 0
32769, -0.24, 0
32773, 0.37, 0
32776, 0.44, 0
32780, -0.05, 0
32784, -0.34, 0
32788, 0.05, 0
32792, 0.76, 0
32796, 0.89, 0
32800, 0.39, 0
32804, 0.02, 0
32808, 0.25, 0
32813, 0.77, 0
32817, 0.70, 0
32821, 0.07, 0
32824, -0.33, 0
32828, -0.06, 0
32832, 0.51, 0
32836, 0.53, 0
32840, -0.01, 0
32844, -0.29, 0
32848, 0.10, 0
32852, 0.78, 0
32857, 0.85, 0
32861, 0.33, 0
32865, 0.03, 0
32868, 0.38, 0
32872, 0.99, 0
32876, 0.97, 0
32880, 0.33, 0
32884, -0.09, 0
32888, 0.12, 0
32892, 0.60, 0
32897, 0.51, 0
32901, -0.09, 0
32905, -0.39, 0
32909, 0.00, 0
32913, 0.66, 0
32916, 0.68, 0
32920, 0.15, 0
32924, -0.13, 0
32928, 0.20, 0
32932, 0.74, 0
32936, 0.61, 0
32941, -0.07, 0
32945, -0.46, 0
32949, -0.20, 0
32953, 0.27, 0
32957, 0.12, 0
32960, -0.54, 0
32964, -0.84, 0
32968, -0.47, 0
32972, 0.12, 0
32976, 0.08, 0
32980, -0.45, 0
32985, -0.60, 0
32989, -0.03, 0
32993, 0.74, 0
32997, 0.85, 0
33001, 0.39, 0
33005, 0.20, 0
33008, 0.59, 0
33012, 1.08, 0
33016, 0.86, 0
33020, 0.08, 0
33025, -0.36, 0
33029, -0.14, 0
33033, 0.27, 0
33037, 0.05, 0
33041, -0.60, 0
33045, -0.82, 0
33049, -0.33, 0
33052, 0.34, 0
33056, 0.34, 0
33060, -0.13, 0
33064, -0.26, 0
33069, 0.23, 0
33073, 0.78, 0
33077, 0.59, 0
33081, -0.10, 0
33085, -0.41, 0
33089, -0.05, 0
33093, 0.42, 0
33097, 0.21, 0
33100, -0.46, 0
33104, -0.73, 0
33108, -0.33, 0
33113, 0.18, 0
33117, 0.01, 0
33121, -0.60, 0
33125, -0.73, 0
33129, -0.18, 0
33133, 0.47, 0
33137, 0.38, 0
33141, -0.22, 0
33144, -0.47, 0
33148, -0.13, 0
33153, 0.26, 0
33157, -0.05, 0
33161, -0.77, 0
33165, -1.01, 0
33169, -0.55, 0
33173, 0.01, 0
33177, -0.11, 0
33181, -0.65, 0
33185, -0.75, 0
33188, -0.21, 0
33192, 0.37, 0
33197, 0.21, 0
33201, -0.39, 0
33205, -0.56, 0
33209, -0.09, 0
33213, 0.42, 0
33217, 0.21, 0
33221, -0.41, 0
33225, -0.55, 0
33229, -0.03, 0
33233, 0.52, 0
33236, 0.35, 0
33241, -0.22, 0
33245, -0.34, 0
33249, 0.16, 0
33253, 0.66, 0
33257, 0.42, 0
33261, -0.24, 0
33265, -0.42, 0
33269, 0.04, 0
33273, 0.53, 0
33277, 0.31, 0
33282, -0.31, 0
33285, -0.48, 0
33289, -0.01, 0
33293, 0.45, 0
33297, 0.20, 0
33301, -0.41, 0
33305, -0.55, 0
33309, -0.06, 0
33313, 0.41, 0
33317, 0.17, 0
33321, -0.42, 0
33326, -0.52, 0
33329, 0.02, 0
33333, 0.53, 0
33337, 0.31, 0
33341, -0.23, 0
33345, -0.29, 0
33349, 0.29, 0
33353, 0.80, 0
33357, 0.55, 0
33361, -0.07, 0
33366, -0.25, 0
33370, 0.17, 0
33374, 0.53, 0
33377, 0.16, 0
33381, -0.51, 0
33385, -0.67, 0
33389, -0.17, 0
33393, 0.28, 0
33397, 0.05, 0
33401, -0.50, 0
33405, -0.54, 0
33410, 0.05, 0
33414, 0.55, 0
33418, 0.31, 0
33421, -0.26, 0
33425, -0.35, 0
33429, 0.18, 0
33433, 0.62, 0
33437, 0.33, 0
33441, -0.26, 0
33445, -0.34, 0
33449, 0.20, 0
33454, 0.62, 0
33458, 0.32, 0
33462, -0.27, 0
33466, -0.36, 0
33469, 0.16, 0
33473, 0.58, 0
33477, 0.26, 0
33481, -0.33, 0
33485, -0.44, 0
33489, 0.03, 0
33494, 0.35, 0
33498, -0.03, 0
33502, -0.65, 0
33506, -0.72, 0
33510, -0.16, 0
33514, 0.28, 0
33517, 0.01, 0
33521, -0.50, 0
33525, -0.45, 0
33529, 0.22, 0
33533, 0.71, 0
33538, 0.44, 0
33542, -0.11, 0
33546, -0.16, 0
33550, 0.36, 0
33554, 0.70, 0
33558, 0.31, 0
33562, -0.29, 0
33565, -0.34, 0
33569, 0.21, 0
33573, 0.59, 0
33577, 0.23, 0
33582, -0.36, 0
33586, -0.40, 0
33590, 0.17, 0
33594, 0.55, 0
33598, 0.21, 0
33602, -0.33, 0
33606, -0.33, 0
33609, 0.26, 0
33613, 0.63, 0
33617, 0.27, 0
33622, -0.30, 0
33626, -0.28, 0
33630, 0.37, 0
33634, 0.81, 0
33638, 0.51, 0
33642, -0.02, 0
33646, -0.07, 0
33650, 0.42, 0
33653, 0.65, 0
33657, 0.15, 0
33661, -0.48, 0
33666, -0.49, 0
33670, 0.14, 0
33674, 0.56, 0
33678, 0.25, 0
33682, -0.24, 0
33686, -0.20, 0
33690, 0.39, 0
33694, 0.70, 0
33698, 0.28, 0
33701, -0.32, 0
33705, -0.36, 0
33710, 0.18, 0
33714, 0.44, 0
33718, -0.02, 0
33722, -0.61, 0
33726, -0.62, 0
33730, -0.03, 0
33734, 0.30, 0
33738, -0.08, 0
33742, -0.57, 0
33745, -0.46, 0
33750, 0.21, 0
33754, 0.58, 0
33758, 0.20, 0
33762, -0.32, 0
33766, -0.24, 0
33770, 0.40, 0
33774, 0.74, 0
33778, 0.33, 0
33782, -0.23, 0
33786, -0.24, 0
33790, 0.30, 0
33794, 0.51, 0
33798, -0.00, 0
33802, -0.62, 0
33806, -0.67, 0
33810, -0.15, 0
33814, 0.04, 0
33818, -0.44, 0
33822, -0.97, 0
33826, -0.85, 0
33830, -0.15, 0
33835, 0.23, 0
33838, -0.12, 0
33842, -0.59, 0
33846, -0.51, 0
33850, 0.10, 0
33854, 0.33, 0
33858, -0.16, 0
33862, -0.73, 0
33866, -0.69, 0
33870, -0.10, 0
33874, 0.15, 0
33879, -0.29, 0
33883, -0.76, 0
33886, -0.61, 0
33890, 0.09, 0
33894, 0.40, 0
33898, -0.04, 0
33902, -0.56, 0
33906, -0.52, 0
33910, 0.02, 0
33914, 0.16, 0
33918, -0.39, 0
33923, -0.94, 0
33927, -0.85, 0
33930, -0.19, 0
33934, 0.09, 0
33938, -0.32, 0
33942, -0.76, 0
33946, -0.59, 0
33950, 0.08, 0
33954, 0.33, 0
33958, -0.15, 0
33963, -0.64, 0
33967, -0.50, 0
33971, 0.15, 0
33975, 0.39, 0
33978, -0.06, 0
33982, -0.50, 0
33986, -0.34, 0
33990, 0.30, 0
33994, 0.51, 0
33998, 0.03, 0
34002, -0.42, 0
34007, -0.26, 0
34011, 0.36, 0
34015, 0.49, 0
34019, -0.10, 0
34022, -0.69, 0
34026, -0.67, 0
34030, -0.14, 0
34034, -0.03, 0
34038, -0.55, 0
34042, -0.96, 0
34046, -0.67, 0
34051, 0.17, 0
34055, 0.58, 0
34059, 0.30, 0
34063, 0.02, 0
34066, 0.28, 0
34070, 0.89, 0
34074, 0.97, 0
34078, 0.32, 0
34082, -0.28, 0
34086, -0.22, 0
34091, 0.33, 0
34095, 0.47, 0
34099, -0.01, 0
34103, -0.38, 0
34107, -0.11, 0
34111, 0.56, 0
34114, 0.70, 0
34118, 0.17, 0
34122, -0.28, 0
34126, -0.07, 0
34130, 0.56, 0
34135, 0.72, 0
34139, 0.27, 0
34143, -0.07, 0
34147, 0.20, 0
34151, 0.82, 0
34155, 0.89, 0
34158, 0.32, 0
34162, -0.12, 0
34166, 0.10, 0
34170, 0.73, 0
34174, 0.85, 0
34179, 0.36, 0
34183, 0.01, 0
34187, 0.31, 0
34191, 0.97, 0
34195, 1.10, 0
34199, 0.57, 0
34203, 0.15, 0
34206, 0.33, 0
34210, 0.81, 0
34214, 0.74, 0
34219, 0.06, 0
34223, -0.42, 0
34227, -0.23, 0
34231, 0.35, 0
34235, 0.42, 0
34239, -0.05, 0
34243, -0.29, 0
34247, 0.15, 0
34250, 0.89, 0
34254, 1.04, 0
34258, 0.54, 0
34263, 0.18, 0
34267, 0.42, 0
34271, 0.92, 0
34275, 0.82, 0
34279, 0.14, 0
34283, -0.31, 0
34287, -0.08, 0
34291, 0.50, 0
34295, 0.53, 0
34298, 0.03, 0
34302, -0.22, 0
34307, 0.19, 0
34311, 0.86, 0
34315, 0.90, 0
34319, 0.33, 0
34323, -0.03, 0
34327, 0.23, 0
34331, 0.76, 0
34335, 0.70, 0
34339, 0.11, 0
34342, -0.17, 0
34347, 0.25, 0
34351, 0.95, 0
34355, 1.00, 0
34359, 0.47, 0
34363, 0.19, 0
34367, 0.54, 0
34371, 1.12, 0
34375, 1.03, 0
34379, 0.39, 0
34383, 0.02, 0
34387, 0.30, 0
34391, 0.84, 0
34395, 0.75, 0
34399, 0.16, 0
34403, -0.13, 0
34407, 0.21, 0
34411, 0.72, 0
34415, 0.57, 0
34419, -0.10, 0
34423, -0.42, 0
34427, -0.07, 0
34432, 0.50, 0
34436, 0.45, 0
34439, -0.11, 0
34443, -0.31, 0
34447, 0.13, 0
34451, 0.72, 0
34455, 0.61, 0
34459, -0.01, 0
34463, -0.29, 0
34467, 0.08, 0
34471, 0.62, 0
34476, 0.49, 0
34480, -0.14, 0
34483, -0.41, 0
34487, -0.03, 0
34491, 0.47, 0
34495, 0.29, 0
34499, -0.39, 0
34503, -0.66, 0
34507, -0.24, 0
34511, 0.33, 0
34515, 0.24, 0
34520, -0.33, 0
34524, -0.51, 0
34527, -0.07, 0
34531, 0.46, 0
34535, 0.26, 0
34539, -0.43, 0
34543, -0.74, 0
34547, -0.38, 0
34551, 0.09, 0
34555, -0.12, 0
34560, -0.78, 0
34564, -1.00, 0
34568, -0.58, 0
34572, -0.05, 0
34575, -0.22, 0
34579, -0.84, 0
34583, -1.03, 0
34587, -0.59, 0
34591, -0.07, 0
34595, -0.25, 0
34599, -0.85, 0
34604, -0.97, 0
34608, -0.40, 0
34612, 0.27, 0
34616, 0.20, 0
34620, -0.35, 0
34623, -0.55, 0
34627, -0.18, 0
34631, 0.22, 0
34635, -0.11, 0
34639, -0.85, 0
34643, -1.13, 0
34648, -0.72, 0
34652, -0.22, 0
34656, -0.38, 0
34660, -0.92, 0
34664, -0.99, 0
34667, -0.39, 0
34671, 0.24, 0
34675, 0.13, 0
34679, -0.42, 0
34683, -0.59, 0
34688, -0.18, 0
34692, 0.21, 0
34696, -0.12, 0
34700, -0.79, 0
34704, -0.94, 0
34708, -0.38, 0
34712, 0.24, 0
34715, 0.14, 0
34719, -0.37, 0
34723, -0.47, 0
34727, 0.00, 0
34732, 0.42, 0
34736, 0.10, 0
34740, -0.57, 0
34744, -0.75, 0
34748, -0.26, 0
34752, 0.23, 0
34756, 0.03, 0
34759, -0.52, 0
34763, -0.58, 0
34767, -0.00, 0
34771, 0.53, 0
34776, 0.31, 0
34780, -0.32, 0
34784, -0.52, 0
34788, -0.10, 0
34792, 0.28, 0
34796, -0.04, 0
34800, -0.67, 0
34804, -0.81, 0
34807, -0.30, 0
34811, 0.16, 0
34816, -0.08, 0
34820, -0.65, 0
34824, -0.72, 0
34828, -0.16, 0
34832, 0.33, 0
34836, 0.10, 0
34840, -0.44, 0
34844, -0.48, 0
34848, 0.11, 0
34852, 0.59, 0
34855, 0.32, 0
34860, -0.29, 0
34864, -0.43, 0
34868, 0.03, 0
34872, 0.41, 0
34876, 0.10, 0
34880, -0.44, 0
34884, -0.39, 0
34888, 0.33, 0
34892, 0.95, 0
34896, 0.79, 0
34899, 0.27, 0
34904, 0.19, 0
34908, 0.67, 0
34912, 1.00, 0
34916, 0.59, 0
34920, -0.08, 0
34924, -0.20, 0
34928, 0.31, 0
34932, 0.72, 0
34936, 0.39, 0
34940, -0.20, 0
34945, -0.26, 0
34948, 0.30, 0
34952, 0.72, 0
34956, 0.42, 0
34960, -0.14, 0
34964, -0.17, 0
34968, 0.40, 0
34972, 0.80, 0
34976, 0.45, 0
34980, -0.16, 0
34984, -0.25, 0
34989, 0.26, 0
34992, 0.61, 0
34996, 0.22, 0
35000, -0.40, 0
35004, -0.47, 0
35008, 0.08, 0
35012, 0.48, 0
35016, 0.16, 0
35020, -0.37, 0
35024, -0.37, 0
35028, 0.22, 0
35033, 0.61, 0
35037, 0.24, 0
35040, -0.37, 0
35044, -0.47, 0
35048, -0.00, 0
35052, 0.27, 0
35056, -0.16, 0
35060, -0.75, 0
35064, -0.73, 0
35068, -0.08, 0
35073, 0.38, 0
35077, 0.11, 0
35081, -0.36, 0
35084, -0.29, 0
35088, 0.36, 0
35092, 0.76, 0
35096, 0.41, 0
35100, -0.13, 0
35104, -0.12, 0
35108, 0.46, 0
35112, 0.80, 0
35117, 0.38, 0
35121, -0.21, 0
35125, -0.24, 0
35129, 0.34, 0
35132, 0.68, 0
35136, 0.31, 0
35140, -0.22, 0
35144, -0.18, 0
35148, 0.44, 0
35152, 0.79, 0
35156, 0.37, 0
35161, -0.21, 0
35165, -0.22, 0
35169, 0.36, 0
35173, 0.69, 0
35176, 0.29, 0
35180, -0.25, 0
35184, -0.23, 0
35188, 0.35, 0
35192, 0.63, 0
35196, 0.17, 0
35201, -0.42, 0
35205, -0.44, 0
35209, 0.10, 0
35213, 0.36, 0
35217, -0.08, 0
35221, -0.62, 0
35224, -0.57, 0
35228, 0.05, 0
35232, 0.36, 0
35236, -0.08, 0
35240, -0.68, 0
35245, -0.74, 0
35249, -0.27, 0
35253, -0.11, 0
35257, -0.63, 0
35261, -1.19, 0
35265, -1.11, 0
35268, -0.42, 0
35272, -0.03, 0
35276, -0.36, 0
35280, -0.79, 0
35284, -0.63, 0
35289, 0.06, 0
35293, 0.38, 0
35297, -0.03, 0
35301, -0.53, 0
35305, -0.45, 0
35309, 0.17, 0
35313, 0.42, 0
35316, -0.05, 0
35320, -0.57, 0
35324, -0.47, 0
35329, 0.19, 0
35333, 0.50, 0
35337, 0.07, 0
35341, -0.45, 0
35345, -0.41, 0
35349, 0.11, 0
35353, 0.23, 0
35357, -0.36, 0
35360, -0.99, 0
35364, -0.97, 0
35368, -0.38, 0
35373, -0.14, 0
35377, -0.59, 0
35381, -1.07, 0
35385, -0.95, 0
35389, -0.32, 0
35393, -0.10, 0
35397, -0.60, 0
35401, -1.10, 0
35404, -0.99, 0
35408, -0.37, 0
35412, -0.14, 0
35417, -0.61, 0
35421, -1.08, 0
35425, -0.92, 0
35429, -0.26, 0
35433, 0.00, 0
35437, -0.41, 0
35441, -0.79, 0
35445, -0.55, 0
35449, 0.17, 0
35452, 0.43, 0
35457, 0.01, 0
35461, -0.38, 0
35465, -0.11, 0
35469, 0.63, 0
35473, 0.92, 0
35477, 0.51, 0
35481, 0.11, 0
35485, 0.28, 0
35489, 0.87, 0
35493, 0.96, 0
35497, 0.37, 0
35501, -0.14, 0
35505, 0.02, 0
35509, 0.66, 0
35513, 0.86, 0
35517, 0.40, 0
35521, -0.03, 0
35525, 0.13, 0
35529, 0.68, 0
35533, 0.74, 0
35537, 0.14, 0
35542, -0.36, 0
35545, -0.18, 0
35549, 0.45, 0
35553, 0.63, 0
35557, 0.19, 0
35561, -0.14, 0
35565, 0.17, 0
35569, 0.86, 0
35573, 1.02, 0
35577, 0.47, 0
35581, -0.03, 0
35586, 0.05, 0
35589, 0.51, 0
35593, 0.48, 0
35597, -0.13, 0
35601, -0.57, 0
35605, -0.35, 0
35609, 0.25, 0
35613, 0.35, 0
35617, -0.15, 0
35621, -0.48, 0
35625, -0.16, 0
35630, 0.52, 0
35634, 0.66, 0
35637, 0.15, 0
35641, -0.23, 0
35645, 0.01, 0
35649, 0.58, 0
35653, 0.59, 0
35657, -0.01, 0
35661, -0.47, 0
35665, -0.28, 0
35670, 0.26, 0
35674, 0.28, 0
35678, -0.23, 0
35681, -0.52, 0
35685, -0.12, 0
35689, 0.63, 0
35693, 0.80, 0
35697, 0.36, 0
35701, 0.08, 0
35705, 0.40, 0
35709, 1.01, 0
35714, 1.00, 0
35718, 0.37, 0
35722, -0.07, 0
35726, 0.13, 0
35729, 0.62, 0
35733, 0.53, 0
35737, -0.11, 0
35741, -0.49, 0
35745, -0.17, 0
35749, 0.47, 0
35753, 0.55, 0
35758, 0.10, 0
35762, -0.08, 0
35766, 0.38, 0
35770, 1.08, 0
35773, 1.12, 0
35777, 0.54, 0
35781, 0.16, 0
35785, 0.41, 0
35789, 0.89, 0
35793, 0.73, 0
35798, 0.03, 0
35802, -0.37, 0
35806, -0.08, 0
35810, 0.51, 0
35814, 0.50, 0
35818, -0.03, 0
35821, -0.24, 0
35825, 0.22, 0
35829, 0.92, 0
35833, 0.96, 0
35837, 0.44, 0
35842, 0.19, 0
35846, 0.58, 0
35850, 1.16, 0
35854, 1.06, 0
35858, 0.41, 0
35862, 0.03, 0
35865, 0.27, 0
35869, 0.71, 0
35873, 0.49, 0
35877, -0.23, 0
35881, -0.60, 0
35886, -0.28, 0
35890, 0.29, 0
35894, 0.24, 0
35898, -0.29, 0
35902, -0.47, 0
35906, 0.02, 0
35910, 0.67, 0
35914, 0.63, 0
35917, 0.04, 0
35921, -0.20, 0
35926, 0.20, 0
35930, 0.75, 0
35934, 0.60, 0
35938, -0.06, 0
35942, -0.34, 0
35946, 0.05, 0
35950, 0.61, 0
35954, 0.50, 0
35958, -0.11, 0
35961, -0.37, 0
35965, 0.01, 0
35970, 0.49, 0
35974, 0.27, 0
35978, -0.40, 0
35982, -0.68, 0
35986, -0.29, 0
35990, 0.23, 0
35994, 0.08, 0
35998, -0.52, 0
36002, -0.69, 0
36005, -0.22, 0
36009, 0.30, 0
36014, 0.08, 0
36018, -0.61, 0
36022, -0.90, 0
36026, -0.53, 0
36030, -0.08, 0
36034, -0.29, 0
36038, -0.88, 0
36042, -0.95, 0
36046, -0.31, 0
36050, 0.40, 0
36054, 0.37, 0
36058, -0.15, 0
36062, -0.28, 0
36066, 0.19, 0
36070, 0.67, 0
36074, 0.40, 0
36078, -0.31, 0
36082, -0.57, 0
36086, -0.17, 0
36090, 0.29, 0
36094, 0.07, 0
36099, -0.51, 0
36102, -0.60, 0
36106, -0.02, 0
36110, 0.58, 0
36114, 0.44, 0
36118, -0.14, 0
36122, -0.29, 0
36126, 0.20, 0
36130, 0.70, 0
36134, 0.46, 0
36139, -0.18, 0
36143, -0.38, 0
36146, 0.07, 0
36150, 0.53, 0
36154, 0.27, 0
36158, -0.38, 0
36162, -0.57, 0
36166, -0.13, 0
36170, 0.33, 0
36174, 0.09, 0
36178, -0.49, 0
36183, -0.57, 0
36187, -0.02, 0
36191, 0.49, 0
36194, 0.26, 0
36198, -0.34, 0
36202, -0.48, 0
36206, 0.01, 0
36210, 0.47, 0
36214, 0.21, 0
36218, -0.41, 0
36222, -0.55, 0
36227, -0.04, 0
36231, 0.44, 0
36235, 0.21, 0
36239, -0.35, 0
36242, -0.41, 0
36246, 0.17, 0
36250, 0.68, 0
36254, 0.45, 0
36258, -0.11, 0
36262, -0.16, 0
36267, 0.45, 0
36271, 0.99, 0
36275, 0.76, 0
36279, 0.16, 0
36283, 0.03, 0
36286, 0.52, 0
36290, 0.93, 0
36294, 0.61, 0
36298, -0.05, 0
36302, -0.20, 0
36306, 0.28, 0
36311, 0.69, 0
36315, 0.39, 0
36319, -0.21, 0
36323, -0.29, 0
36327, 0.25, 0
36331, 0.69, 0
36334, 0.39, 0
36338, -0.23, 0
36342, -0.35, 0
36346, 0.14, 0
36350, 0.53, 0
36355, 0.18, 0
36359, -0.46, 0
36363, -0.62, 0
36367, -0.17, 0
36371, 0.16, 0
36375, -0.20, 0
36379, -0.79, 0
36382, -0.82, 0
36386, -0.20, 0
36390, 0.31, 0
36395, 0.08, 0
36399, -0.45, 0
36403, -0.48, 0
36407, 0.08, 0
36411, 0.51, 0
36415, 0.19, 0
36419, -0.39, 0
36423, -0.43, 0
36426, 0.15, 0
36430, 0.60, 0
36434, 0.32, 0
36439, -0.21, 0
36443, -0.25, 0
36447, 0.30, 0
36451, 0.65, 0
36455, 0.24, 0
36459, -0.40, 0
36463, -0.51, 0
36467, 0.02, 0
36471, 0.40, 0
36474, 0.07, 0
36478, -0.47, 0
36483, -0.47, 0
36487, 0.13, 0
36491, 0.53, 0
36495, 0.17, 0
36499, -0.48, 0
36503, -0.65, 0
36507, -0.25, 0
36511, -0.02, 0
36515, -0.45, 0
36518, -0.99, 0
36523, -0.90, 0
36527, -0.15, 0
36531, 0.41, 0
36535, 0.23, 0
36539, -0.19, 0
36543, -0.10, 0
36547, 0.55, 0
36551, 0.95, 0
36555, 0.58, 0
36559, -0.04, 0
36563, -0.14, 0
36567, 0.34, 0
36571, 0.59, 0
36575, 0.14, 0
36579, -0.45, 0
36583, -0.42, 0
36587, 0.24, 0
36591, 0.69, 0
36595, 0.42, 0
36599, -0.07, 0
36603, -0.03, 0
36608, 0.55, 0
36611, 0.84, 0
36615, 0.39, 0
36619, -0.20, 0
36623, -0.16, 0
36627, 0.53, 0
36631, 0.98, 0
36635, 0.71, 0
36639, 0.26, 0
36643, 0.36, 0
36647, 0.98, 0
36652, 1.27, 1
36656, 0.79, 0
36659, 0.14, 0
36663, 0.08, 0
36667, 0.60, 0
36671, 0.85, 0
36675, 0.37, 0
36679, -0.28, 0
36683, -0.40, 0
36687, 0.01, 0
36691, 0.12, 0
36696, -0.47, 0
36700, -1.20, 0
36703, -1.42, 0
36707, -1.15, 0
36711, -1.17, 0
36715, -1.83, 0
36719, -2.53, 0
36723, -2.61, 0
36727, -2.11, 0
36731, -1.85, 0
36736, -2.19, 0
36740, -2.52, 0
36744, -2.18, 0
36748, -1.28, 0
36751, -0.72, 0
36755, -0.92, 0
36759, -1.30, 0
36763, -1.19, 0
36767, -0.63, 0
36771, -0.44, 0
36775, -0.93, 0
36780, -1.43, 0
36784, -1.21, 0
36788, -0.37, 0
36792, 0.18, 0
36796, 0.05, 0
36799, -0.20, 0
36803, -0.02, 0
36807, 0.51, 0
36811, 0.50, 0
36815, -0.35, 0
36819, -1.46, 0
36824, -2.24, 0
36828, -2.64, 0
36832, -3.32, 0
36836, -4.40, 0
36840, -5.22, 0
36843, -5.27, 0
36847, -4.68, 0
36851, -4.34, 0
36855, -4.52, 0
36859, -4.61, 0
36864, -4.11, 0
36868, -3.18, 0
36872, -2.69, 0
36876, -2.91, 0
36880, -3.17, 0
36884, -2.88, 0
36887, -2.11, 0
36891, -1.68, 0
36895, -1.82, 0
36899, -1.83, 0
36903, -1.19, 0
36908, -0.13, 0
36912, 0.38, 0
36916, 0.05, 0
36920, -0.49, 0
36924, -0.62, 0
36928, -0.40, 0
36932, -0.62, 0
36935, -1.42, 0
36939, -2.08, 0
36943, -1.99, 0
36947, -1.30, 0
36952, -0.90, 0
36956, -1.02, 0
36960, -0.99, 0
36964, -0.33, 0
36968, 0.70, 0
36972, 1.18, 0
36976, 0.89, 0
36979, 0.59, 0
36983, 0.92, 0
36987, 1.68, 0
36992, 2.02, 0
36996, 1.76, 0
37000, 1.61, 0
37004, 2.12, 0
